filename,width,height,class,xmin,ymin,xmax,ymax
00415.jpg,1920,1080,person,195,150,273,380
00335.jpg,1920,1080,person,1379,149,1435,329
00450.jpg,1920,1080,person,1777,189,1856,416
00260.jpg,1920,1080,person,1346,117,1386,250
00310.jpg,1920,1080,person,1337,121,1379,259
00355.jpg,1920,1080,person,1656,162,1720,352
00430.jpg,1920,1080,person,1351,113,1389,238
00450.jpg,1920,1080,person,1284,105,1318,220
00265.jpg,1920,1080,person,1785,139,1837,288
00210.jpg,1920,1080,person,1788,139,1839,288
00290.jpg,1920,1080,person,1072,101,1105,219
00415.jpg,1920,1080,person,1302,118,1343,253
00375.jpg,1920,1080,person,709,206,786,505
00395.jpg,1920,1080,person,1239,127,1284,278
00215.jpg,1920,1080,person,1788,139,1839,288
00310.jpg,1920,1080,person,1771,144,1826,300
00340.jpg,1920,1080,person,1214,124,1258,272
00450.jpg,1920,1080,person,1667,160,1730,345
00365.jpg,1920,1080,person,1777,144,1831,300
00430.jpg,1920,1080,person,1379,143,1432,314
00285.jpg,1920,1080,person,1749,139,1801,289
00375.jpg,1920,1080,person,1578,146,1633,314
00275.jpg,1920,1080,person,1749,139,1801,289
00245.jpg,1920,1080,person,1761,139,1813,289
00235.jpg,1920,1080,person,1360,105,1394,217
00435.jpg,1920,1080,person,1669,184,1746,409
00350.jpg,1920,1080,person,-358,712,104,1762
00410.jpg,1920,1080,person,1485,139,1536,300
00365.jpg,1920,1080,person,888,202,964,486
00435.jpg,1920,1080,person,1739,175,1811,383
00295.jpg,1920,1080,person,1741,188,1820,415
00245.jpg,1920,1080,person,1233,115,1272,248
00255.jpg,1920,1080,person,1217,101,1249,212
00235.jpg,1920,1080,person,1424,132,1472,284
00210.jpg,1920,1080,person,1391,114,1430,238
00455.jpg,1920,1080,person,1310,104,1344,215
00260.jpg,1920,1080,person,1606,150,1664,322
00380.jpg,1920,1080,person,583,194,660,479
00460.jpg,1920,1080,person,1204,99,1235,208
00355.jpg,1920,1080,person,1067,196,1143,463
00375.jpg,1920,1080,person,1321,139,1372,308
00235.jpg,1920,1080,person,1397,135,1446,292
00275.jpg,1920,1080,person,1534,168,1601,373
00400.jpg,1920,1080,person,1243,138,1293,306
00395.jpg,1920,1080,person,246,225,360,569
00310.jpg,1920,1080,person,1151,99,1183,209
00320.jpg,1920,1080,person,1426,154,1485,341
00365.jpg,1920,1080,person,1445,150,1502,330
00360.jpg,1920,1080,person,1512,121,1554,251
00290.jpg,1920,1080,person,1295,105,1329,220
00285.jpg,1920,1080,person,1463,160,1524,354
00390.jpg,1920,1080,person,1386,110,1422,229
00225.jpg,1920,1080,person,1766,140,1817,290
00460.jpg,1920,1080,person,1321,102,1354,211
00450.jpg,1920,1080,person,1129,109,1166,237
00385.jpg,1920,1080,person,1385,135,1434,293
00335.jpg,1920,1080,person,1732,180,1807,396
00315.jpg,1920,1080,person,1242,136,1291,302
00420.jpg,1920,1080,person,1461,133,1509,285
00410.jpg,1920,1080,person,1727,137,1777,284
00325.jpg,1920,1080,person,1800,141,1853,291
00235.jpg,1920,1080,person,1282,101,1314,210
00210.jpg,1920,1080,person,1422,113,1460,235
00400.jpg,1920,1080,person,1805,141,1858,291
00290.jpg,1920,1080,person,1460,130,1507,277
00440.jpg,1920,1080,person,190,150,269,380
00290.jpg,1920,1080,person,1123,101,1155,216
00215.jpg,1920,1080,person,1477,250,1586,584
00295.jpg,1920,1080,person,1354,126,1399,272
00390.jpg,1920,1080,person,1380,132,1428,286
00440.jpg,1920,1080,person,852,458,1038,1123
00405.jpg,1920,1080,person,1579,163,1644,358
00360.jpg,1920,1080,person,1723,170,1792,371
00275.jpg,1920,1080,person,1216,108,1252,230
00405.jpg,1920,1080,person,1508,143,1562,310
00460.jpg,1920,1080,person,-391,599,9,1502
00320.jpg,1920,1080,person,1296,116,1335,249
00230.jpg,1920,1080,person,1382,135,1431,295
00430.jpg,1920,1080,person,1739,190,1819,420
00335.jpg,1920,1080,person,1235,109,1272,233
00400.jpg,1920,1080,person,216,149,293,377
00430.jpg,1920,1080,person,1466,128,1511,271
00330.jpg,1920,1080,person,1771,144,1826,300
00425.jpg,1920,1080,person,1548,139,1599,298
00265.jpg,1920,1080,person,29,598,360,1487
00235.jpg,1920,1080,person,1351,132,1398,288
00375.jpg,1920,1080,person,1811,142,1864,294
00460.jpg,1920,1080,person,1133,105,1168,225
00430.jpg,1920,1080,person,1820,178,1894,387
00460.jpg,1920,1080,person,1357,112,1394,235
00455.jpg,1920,1080,person,1468,121,1510,253
00235.jpg,1920,1080,person,1085,224,1174,534
00310.jpg,1920,1080,person,1800,141,1853,291
00450.jpg,1920,1080,person,1479,124,1522,260
00430.jpg,1920,1080,person,1530,134,1579,286
00400.jpg,1920,1080,person,1677,133,1725,275
00340.jpg,1920,1080,person,1820,178,1894,387
00375.jpg,1920,1080,person,1717,173,1787,377
00415.jpg,1920,1080,person,1304,126,1349,272
00390.jpg,1920,1080,person,1457,142,1510,310
00425.jpg,1920,1080,person,195,150,273,380
00290.jpg,1920,1080,person,1772,143,1826,299
00435.jpg,1920,1080,person,1346,112,1384,235
00230.jpg,1920,1080,person,1251,109,1288,232
00360.jpg,1920,1080,person,1807,142,1860,293
00350.jpg,1920,1080,person,1515,164,1579,362
