filename,width,height,class,xmin,ymin,xmax,ymax
01540.jpg,1920,1080,person,955,182,1023,433
01780.jpg,1920,1080,person,954,197,1029,472
01555.jpg,1920,1080,person,1687,215,1780,486
01735.jpg,1920,1080,person,956,182,1025,432
01690.jpg,1920,1080,person,1070,190,1143,449
01565.jpg,1920,1080,person,1788,143,1841,297
01535.jpg,1920,1080,person,1270,171,1336,392
01755.jpg,1920,1080,person,786,130,831,306
01585.jpg,1920,1080,person,20,154,110,399
01665.jpg,1920,1080,person,1278,117,1318,253
01565.jpg,1920,1080,person,160,151,240,386
01795.jpg,1920,1080,person,1208,171,1274,394
01795.jpg,1920,1080,person,825,185,893,445
01645.jpg,1920,1080,person,1258,172,1325,394
01565.jpg,1920,1080,person,1254,100,1286,208
01680.jpg,1920,1080,person,1619,275,1745,641
01790.jpg,1920,1080,person,1212,173,1279,399
01670.jpg,1920,1080,person,1598,240,1703,553
01670.jpg,1920,1080,person,1395,231,1493,539
01770.jpg,1920,1080,person,962,201,1039,480
01765.jpg,1920,1080,person,956,182,1025,432
01695.jpg,1920,1080,person,918,162,977,382
01685.jpg,1920,1080,person,1259,165,1322,376
01800.jpg,1920,1080,person,978,198,1054,473
01570.jpg,1920,1080,person,1440,110,1477,228
01755.jpg,1920,1080,person,1781,235,1887,533
01650.jpg,1920,1080,person,801,204,876,495
01740.jpg,1920,1080,person,825,198,898,479
01790.jpg,1920,1080,person,916,162,974,381
01720.jpg,1920,1080,person,1229,177,1298,408
01560.jpg,1920,1080,person,1073,191,1147,449
01730.jpg,1920,1080,person,918,162,977,382
01545.jpg,1920,1080,person,845,198,918,477
01600.jpg,1920,1080,person,-100,196,22,511
01775.jpg,1920,1080,person,825,198,898,479
01600.jpg,1920,1080,person,1495,116,1534,241
01615.jpg,1920,1080,person,1794,216,1889,485
01775.jpg,1920,1080,person,1075,190,1148,449
01630.jpg,1920,1080,person,1357,101,1389,207
01705.jpg,1920,1080,person,918,162,977,382
01720.jpg,1920,1080,person,794,183,860,442
01545.jpg,1920,1080,person,825,186,893,448
01745.jpg,1920,1080,person,1272,185,1346,427
01535.jpg,1920,1080,person,976,198,1052,472
