filename,width,height,class,xmin,ymin,xmax,ymax
01245.jpg,1920,1080,person,1530,142,1583,306
01220.jpg,1920,1080,person,1500,115,1539,238
01260.jpg,1920,1080,person,126,203,237,518
01185.jpg,1920,1080,person,1550,177,1621,396
01305.jpg,1920,1080,person,867,391,1024,958
01235.jpg,1920,1080,person,1525,116,1565,239
01345.jpg,1920,1080,person,1090,192,1164,452
01305.jpg,1920,1080,person,1220,135,1269,299
01240.jpg,1920,1080,person,1432,113,1469,234
01195.jpg,1920,1080,person,1363,115,1402,243
01230.jpg,1920,1080,person,138,152,220,388
01295.jpg,1920,1080,person,814,186,882,447
01330.jpg,1920,1080,person,981,198,1057,472
01240.jpg,1920,1080,person,1086,192,1161,451
01210.jpg,1920,1080,person,811,185,879,447
01260.jpg,1920,1080,person,1571,126,1616,264
01210.jpg,1920,1080,person,1744,163,1809,350
01320.jpg,1920,1080,person,1258,171,1325,393
01215.jpg,1920,1080,person,1762,161,1826,344
01215.jpg,1920,1080,person,1500,115,1539,238
01230.jpg,1920,1080,person,49,426,287,1075
01345.jpg,1920,1080,person,1775,194,1858,429
01260.jpg,1920,1080,person,803,200,877,484
01170.jpg,1920,1080,person,1091,192,1165,451
01335.jpg,1920,1080,person,1318,129,1364,282
01170.jpg,1920,1080,person,937,161,996,380
01330.jpg,1920,1080,person,-64,196,55,510
01285.jpg,1920,1080,person,814,186,882,447
01320.jpg,1920,1080,person,1534,362,1705,862
01325.jpg,1920,1080,person,956,183,1025,434
01275.jpg,1920,1080,person,1262,136,1311,301
01330.jpg,1920,1080,person,1664,152,1723,325
01185.jpg,1920,1080,person,819,183,886,439
01345.jpg,1920,1080,person,1346,107,1382,224
01250.jpg,1920,1080,person,1578,147,1634,316
01290.jpg,1920,1080,person,1512,115,1551,237
01230.jpg,1920,1080,person,1308,104,1342,215
01235.jpg,1920,1080,person,1350,544,1609,1310
01260.jpg,1920,1080,person,-56,195,61,506
01200.jpg,1920,1080,person,1578,118,1619,242
01250.jpg,1920,1080,person,1552,132,1600,280
