filename,width,height,class,xmin,ymin,xmax,ymax
00390.jpg,480,270,person,89,33,368,284
00330.jpg,480,270,person,89,38,371,343
00370.jpg,480,270,person,100,40,417,349
00395.jpg,480,270,person,15,56,90,569
00460.jpg,480,270,person,78,30,325,268
00455.jpg,480,270,person,91,30,377,253
00460.jpg,480,270,person,75,24,308,208
00455.jpg,480,270,person,75,25,311,216
00460.jpg,480,270,person,91,29,377,249
00275.jpg,480,270,person,110,35,456,299
00215.jpg,480,270,person,87,33,363,286
00385.jpg,480,270,person,94,34,390,293
00210.jpg,480,270,person,82,27,337,228
00300.jpg,480,270,person,80,25,331,211
00460.jpg,480,270,person,109,34,450,290
00285.jpg,480,270,person,71,25,293,220
00350.jpg,480,270,person,99,40,412,353
00375.jpg,480,270,person,85,29,352,245
00305.jpg,480,270,person,110,36,456,300
00355.jpg,480,270,person,110,41,459,361
00385.jpg,480,270,person,86,28,356,234
00250.jpg,480,270,person,59,114,287,1114
00310.jpg,480,270,person,110,36,456,300
00320.jpg,480,270,person,81,29,333,249
00440.jpg,480,270,person,81,34,339,299
00410.jpg,480,270,person,102,37,422,325
00455.jpg,480,270,person,71,26,295,230
00415.jpg,480,270,person,79,32,331,281
00455.jpg,480,270,person,90,50,380,460
00380.jpg,480,270,person,81,34,336,299
00385.jpg,480,270,person,31,53,148,527
00230.jpg,480,270,person,72,57,311,546
00390.jpg,480,270,person,112,43,468,376
00300.jpg,480,270,person,89,26,368,218
00255.jpg,480,270,person,74,28,307,242
00240.jpg,480,270,person,79,29,326,253
00275.jpg,480,270,person,77,28,319,239
00365.jpg,480,270,person,77,31,319,270
00305.jpg,480,270,person,112,35,462,291
00455.jpg,480,270,person,81,26,336,215
00415.jpg,480,270,person,87,30,360,255
00265.jpg,480,270,person,73,27,304,235
00435.jpg,480,270,person,104,46,436,409
00360.jpg,480,270,person,94,38,391,332
00335.jpg,480,270,person,76,31,318,276
00280.jpg,480,270,person,77,27,319,236
00355.jpg,480,270,person,111,44,464,384
00365.jpg,480,270,person,113,45,473,400
00290.jpg,480,270,person,77,26,319,224
00420.jpg,480,270,person,89,37,374,332
00325.jpg,480,270,person,98,30,403,255
00305.jpg,480,270,person,71,25,295,213
00430.jpg,480,270,person,113,44,473,387
00445.jpg,480,270,person,91,52,389,481
00290.jpg,480,270,person,67,25,276,219
00360.jpg,480,270,person,84,30,349,264
00410.jpg,480,270,person,95,39,399,349
00395.jpg,480,270,person,70,25,289,218
00405.jpg,480,270,person,98,40,411,358
00295.jpg,480,270,person,110,35,456,299
00220.jpg,480,270,person,86,32,357,278
00375.jpg,480,270,person,86,35,359,308
00415.jpg,480,270,person,99,58,423,540
00460.jpg,480,270,person,99,37,414,326
00450.jpg,480,270,person,72,27,300,235
00360.jpg,480,270,person,75,28,311,249
00435.jpg,480,270,person,96,29,397,246
00450.jpg,480,270,person,104,40,432,345
00290.jpg,480,270,person,113,48,473,426
00295.jpg,480,270,person,90,32,373,272
00290.jpg,480,270,person,75,26,309,226
00350.jpg,480,270,person,80,33,334,297
00265.jpg,480,270,person,110,35,453,292
00450.jpg,480,270,person,20,128,143,1272
00380.jpg,480,270,person,93,38,387,338
00260.jpg,480,270,person,84,29,346,250
00265.jpg,480,270,person,38,46,170,457
00460.jpg,480,270,person,82,25,338,211
00210.jpg,480,270,person,90,33,375,292
00345.jpg,480,270,person,110,36,456,300
00450.jpg,480,270,person,85,29,352,244
00330.jpg,480,270,person,89,45,376,408
00415.jpg,480,270,person,112,35,463,292
00285.jpg,480,270,person,67,25,276,220
00435.jpg,480,270,person,87,30,361,263
00375.jpg,480,270,person,113,35,466,294
00410.jpg,480,270,person,105,34,434,286
00225.jpg,480,270,person,71,25,293,217
00225.jpg,480,270,person,91,34,378,297
00365.jpg,480,270,person,111,36,457,300
00255.jpg,480,270,person,111,34,459,288
00450.jpg,480,270,person,100,40,419,353
00310.jpg,480,270,person,96,47,406,424
00240.jpg,480,270,person,85,32,355,281
00405.jpg,480,270,person,75,30,310,264
00315.jpg,480,270,person,99,42,414,376
00370.jpg,480,270,person,96,30,397,256
00385.jpg,480,270,person,101,40,422,353
00235.jpg,480,270,person,85,26,348,217
00285.jpg,480,270,person,111,34,459,288
00440.jpg,480,270,person,106,42,443,373
00430.jpg,480,270,person,97,30,401,251
00355.jpg,480,270,person,75,25,311,215
00410.jpg,480,270,person,82,30,339,257
00370.jpg,480,270,person,96,43,402,387
00415.jpg,480,270,person,73,29,305,261
00440.jpg,480,270,person,99,73,431,689
00415.jpg,480,270,person,93,34,388,295
00405.jpg,480,270,person,106,33,437,280
00305.jpg,480,270,person,87,30,359,260
00455.jpg,480,270,person,11,37,67,380
00395.jpg,480,270,person,86,27,355,224
00440.jpg,480,270,person,67,27,278,240
00420.jpg,480,270,person,97,57,413,525
00240.jpg,480,270,person,76,26,314,224
00460.jpg,480,270,person,87,40,363,358
00225.jpg,480,270,person,88,27,362,224
00375.jpg,480,270,person,44,51,196,505
00230.jpg,480,270,person,80,25,328,212
00300.jpg,480,270,person,110,36,456,300
00430.jpg,480,270,person,82,28,339,240
00440.jpg,480,270,person,108,42,451,368
00220.jpg,480,270,person,89,30,366,258
00450.jpg,480,270,person,80,32,332,283
00305.jpg,480,270,person,98,43,412,382
00260.jpg,480,270,person,97,33,402,281
00320.jpg,480,270,person,100,31,412,261
00305.jpg,480,270,person,77,25,318,211
00415.jpg,480,270,person,81,29,335,253
00220.jpg,480,270,person,87,27,358,228
00325.jpg,480,270,person,94,45,396,411
00460.jpg,480,270,person,79,60,341,572
00285.jpg,480,270,person,110,35,456,299
00335.jpg,480,270,person,108,45,451,396
00250.jpg,480,270,person,73,28,302,248
00450.jpg,480,270,person,73,25,300,220
00430.jpg,480,270,person,75,28,311,241
00445.jpg,480,270,person,106,41,441,356
00340.jpg,480,270,person,75,31,314,272
00440.jpg,480,270,person,74,28,306,242
00265.jpg,480,270,person,110,36,454,300
00225.jpg,480,270,person,111,34,459,288
00235.jpg,480,270,person,67,56,293,534
00450.jpg,480,270,person,111,44,465,385
00315.jpg,480,270,person,85,29,350,251
00280.jpg,480,270,person,75,81,337,786
00250.jpg,480,270,person,50,51,220,494
00285.jpg,480,270,person,92,28,378,237
00310.jpg,480,270,person,103,43,429,378
00460.jpg,480,270,person,72,24,299,210
00295.jpg,480,270,person,66,25,274,223
00235.jpg,480,270,person,80,27,329,231
00415.jpg,480,270,person,12,37,68,380
00420.jpg,480,270,person,83,29,345,250
00435.jpg,480,270,person,90,31,373,264
00325.jpg,480,270,person,78,33,325,291
00370.jpg,480,270,person,74,27,305,240
00400.jpg,480,270,person,7,58,61,596
00400.jpg,480,270,person,90,32,372,272
00460.jpg,480,270,person,88,49,373,453
00355.jpg,480,270,person,66,49,285,463
00265.jpg,480,270,person,80,29,332,249
00435.jpg,480,270,person,63,111,303,1088
00405.jpg,480,270,person,110,35,454,300
00350.jpg,480,270,person,76,25,315,218
00445.jpg,480,270,person,109,34,451,289
00395.jpg,480,270,person,113,35,467,294
00280.jpg,480,270,person,79,27,325,234
00335.jpg,480,270,person,109,44,454,384
00215.jpg,480,270,person,111,34,459,288
00270.jpg,480,270,person,97,35,401,306
00320.jpg,480,270,person,93,47,391,424
00420.jpg,480,270,person,79,30,328,268
00245.jpg,480,270,person,107,41,445,355
00225.jpg,480,270,person,78,59,339,564
00460.jpg,480,270,person,102,43,427,386
00435.jpg,480,270,person,70,26,292,232
00375.jpg,480,270,person,98,36,408,314
00255.jpg,480,270,person,100,34,412,293
00260.jpg,480,270,person,25,137,165,1362
00405.jpg,480,270,person,103,62,443,575
00390.jpg,480,270,person,99,39,413,339
00405.jpg,480,270,person,104,39,431,336
00410.jpg,480,270,person,107,34,444,284
00340.jpg,480,270,person,75,27,311,230
00460.jpg,480,270,person,70,26,292,225
00255.jpg,480,270,person,79,30,328,260
00330.jpg,480,270,person,112,35,464,291
00275.jpg,480,270,person,111,34,459,288
00265.jpg,480,270,person,111,34,459,288
00380.jpg,480,270,person,85,28,352,238
00355.jpg,480,270,person,80,33,333,289
00285.jpg,480,270,person,81,26,333,225
00220.jpg,480,270,person,84,27,346,227
00350.jpg,480,270,person,68,44,291,415
00330.jpg,480,270,person,112,45,467,394
00250.jpg,480,270,person,100,35,416,301
00280.jpg,480,270,person,81,27,335,229
00225.jpg,480,270,person,80,25,329,216
00275.jpg,480,270,person,111,49,469,439
00240.jpg,480,270,person,60,53,262,515
00220.jpg,480,270,person,89,27,367,227
00300.jpg,480,270,person,108,44,453,392
00245.jpg,480,270,person,75,26,310,219
00455.jpg,480,270,person,5,140,97,1396
00255.jpg,480,270,person,85,27,352,229
00400.jpg,480,270,person,4,53,47,544
00450.jpg,480,270,person,11,37,67,380
00265.jpg,480,270,person,99,36,410,312
00415.jpg,480,270,person,81,31,337,272
00330.jpg,480,270,person,13,37,73,379
00360.jpg,480,270,person,101,39,419,341
00355.jpg,480,270,person,64,45,273,424
00290.jpg,480,270,person,41,90,202,894
00310.jpg,480,270,person,71,24,295,209
00375.jpg,480,270,person,82,34,343,308
00400.jpg,480,270,person,101,41,422,367
00285.jpg,480,270,person,91,40,381,354
00235.jpg,480,270,person,80,25,328,210
00350.jpg,480,270,person,71,48,304,453
00290.jpg,480,270,person,110,35,456,299
00445.jpg,480,270,person,94,28,387,236
00350.jpg,480,270,person,113,42,469,369
00390.jpg,480,270,person,101,32,418,268
00410.jpg,480,270,person,74,32,308,287
00330.jpg,480,270,person,78,28,323,240
00280.jpg,480,270,person,109,34,450,289
00260.jpg,480,270,person,109,36,450,302
00255.jpg,480,270,person,102,38,424,335
00210.jpg,480,270,person,88,28,365,235
00460.jpg,480,270,person,104,102,466,976
00255.jpg,480,270,person,84,30,349,257
00210.jpg,480,270,person,84,28,346,243
00380.jpg,480,270,person,88,34,365,299
00375.jpg,480,270,person,95,39,398,349
00295.jpg,480,270,person,111,45,465,401
00315.jpg,480,270,person,104,46,436,416
00395.jpg,480,270,person,13,37,72,378
00365.jpg,480,270,person,113,35,466,294
00295.jpg,480,270,person,80,25,330,216
00400.jpg,480,270,person,13,37,73,377
00390.jpg,480,270,person,86,33,357,286
00260.jpg,480,270,person,78,29,322,253
00285.jpg,480,270,person,59,88,273,864
00245.jpg,480,270,person,73,28,305,252
00430.jpg,480,270,person,95,55,404,512
00255.jpg,480,270,person,45,49,198,484
00445.jpg,480,270,person,70,26,290,224
00445.jpg,480,270,person,96,43,403,386
00315.jpg,480,270,person,95,47,402,426
00230.jpg,480,270,person,94,32,388,273
00260.jpg,480,270,person,70,27,292,240
00360.jpg,480,270,person,71,25,292,213
00380.jpg,480,270,person,110,42,461,371
00290.jpg,480,270,person,91,28,373,232
00335.jpg,480,270,person,110,36,456,300
00335.jpg,480,270,person,84,44,357,408
00310.jpg,480,270,person,109,47,456,421
00390.jpg,480,270,person,81,36,339,328
00410.jpg,480,270,person,81,32,338,288
00430.jpg,480,270,person,88,31,366,268
00455.jpg,480,270,person,79,31,327,275
00385.jpg,480,270,person,83,33,346,291
00455.jpg,480,270,person,85,28,351,241
00330.jpg,480,270,person,77,32,320,284
00240.jpg,480,270,person,79,26,325,227
00285.jpg,480,270,person,76,27,315,232
00390.jpg,480,270,person,88,36,367,319
00230.jpg,480,270,person,95,89,422,851
00425.jpg,480,270,person,82,29,341,246
00230.jpg,480,270,person,82,30,341,263
00305.jpg,480,270,person,79,35,332,320
00450.jpg,480,270,person,80,26,329,220
00430.jpg,480,270,person,76,29,317,254
00445.jpg,480,270,person,86,29,354,250
00385.jpg,480,270,person,72,26,296,226
00455.jpg,480,270,person,102,38,423,336
00455.jpg,480,270,person,65,25,270,223
00425.jpg,480,270,person,76,28,315,246
00365.jpg,480,270,person,90,37,375,330
00320.jpg,480,270,person,95,41,397,366
00405.jpg,480,270,person,97,36,403,312
00405.jpg,480,270,person,89,31,368,266
00445.jpg,480,270,person,92,70,400,659
00380.jpg,480,270,person,36,48,165,479
00235.jpg,480,270,person,77,27,318,229
00325.jpg,480,270,person,91,40,383,354
00235.jpg,480,270,person,87,95,393,919
00300.jpg,480,270,person,72,25,299,215
00395.jpg,480,270,person,105,43,439,379
00270.jpg,480,270,person,77,28,320,243
00265.jpg,480,270,person,80,27,332,230
00450.jpg,480,270,person,70,27,291,237
00375.jpg,480,270,person,113,44,471,385
00405.jpg,480,270,person,-3,59,21,614
00410.jpg,480,270,person,73,29,305,261
00210.jpg,480,270,person,111,34,459,288
00230.jpg,480,270,person,111,34,459,288
00285.jpg,480,270,person,105,48,443,427
00440.jpg,480,270,person,90,30,370,258
00280.jpg,480,270,person,110,35,456,299
00375.jpg,480,270,person,42,48,186,470
00370.jpg,480,270,person,13,37,74,381
00230.jpg,480,270,person,110,34,453,289
00400.jpg,480,270,person,111,36,460,305
00385.jpg,480,270,person,107,41,447,360
00370.jpg,480,270,person,101,37,418,322
00245.jpg,480,270,person,68,108,319,1059
00245.jpg,480,270,person,77,28,318,248
00300.jpg,480,270,person,16,38,84,391
00225.jpg,480,270,person,80,31,333,272
00430.jpg,480,270,person,95,33,394,286
00365.jpg,480,270,person,85,30,351,259
00320.jpg,480,270,person,13,37,74,379
00225.jpg,480,270,person,81,28,336,240
00225.jpg,480,270,person,91,31,377,267
00360.jpg,480,270,person,94,30,388,251
00370.jpg,480,270,person,90,36,377,314
00405.jpg,480,270,person,-4,54,13,563
00295.jpg,480,270,person,18,39,93,395
00355.jpg,480,270,person,72,25,297,216
00250.jpg,480,270,person,75,25,308,214
00365.jpg,480,270,person,103,41,430,361
00300.jpg,480,270,person,106,33,437,277
00265.jpg,480,270,person,74,24,306,205
00335.jpg,480,270,person,13,37,73,379
00455.jpg,480,270,person,69,26,287,233
00290.jpg,480,270,person,113,46,473,410
00220.jpg,480,270,person,93,36,386,316
00415.jpg,480,270,person,109,34,449,287
00370.jpg,480,270,person,49,51,217,495
00425.jpg,480,270,person,69,30,289,265
00345.jpg,480,270,person,101,42,421,372
00460.jpg,480,270,person,114,43,473,373
00235.jpg,480,270,person,96,33,399,280
00455.jpg,480,270,person,107,42,447,367
00220.jpg,480,270,person,89,36,372,313
