filename,width,height,class,xmin,ymin,xmax,ymax
01630.jpg,480,270,person,106,55,448,504
01745.jpg,480,270,person,59,45,255,432
01735.jpg,480,270,person,60,49,260,468
01705.jpg,480,270,person,47,51,208,499
01540.jpg,480,270,person,111,35,459,297
01580.jpg,480,270,person,79,43,335,392
01580.jpg,480,270,person,4,38,41,397
01565.jpg,480,270,person,99,34,410,288
01580.jpg,480,270,person,85,25,351,209
01540.jpg,480,270,person,75,26,309,226
01730.jpg,480,270,person,30,79,155,797
01720.jpg,480,270,person,50,50,220,493
01785.jpg,480,270,person,101,42,422,374
01555.jpg,480,270,person,59,45,256,433
01680.jpg,480,270,person,79,41,332,378
01630.jpg,480,270,person,87,25,357,211
01740.jpg,480,270,person,96,33,399,284
01580.jpg,480,270,person,96,31,398,265
01650.jpg,480,270,person,50,51,219,495
01775.jpg,480,270,person,72,43,306,407
01580.jpg,480,270,person,59,45,256,433
01780.jpg,480,270,person,104,57,442,524
01745.jpg,480,270,person,57,40,243,381
01800.jpg,480,270,person,106,41,443,361
01655.jpg,480,270,person,84,43,354,391
01590.jpg,480,270,person,60,49,261,471
01620.jpg,480,270,person,82,45,347,411
01690.jpg,480,270,person,75,64,328,609
01555.jpg,480,270,person,96,35,400,307
01630.jpg,480,270,person,58,40,250,379
01600.jpg,480,270,person,51,46,222,448
01635.jpg,480,270,person,84,25,344,203
01555.jpg,480,270,person,105,53,445,486
01625.jpg,480,270,person,85,25,350,211
01550.jpg,480,270,person,101,37,422,323
01725.jpg,480,270,person,60,49,259,468
01705.jpg,480,270,person,94,31,390,266
01730.jpg,480,270,person,31,103,171,1024
01700.jpg,480,270,person,80,81,358,778
01565.jpg,480,270,person,86,26,355,219
01585.jpg,480,270,person,111,35,459,297
01760.jpg,480,270,person,77,45,327,421
01800.jpg,480,270,person,61,49,263,473
01790.jpg,480,270,person,71,42,300,390
01770.jpg,480,270,person,106,58,451,531
01610.jpg,480,270,person,60,49,261,471
01595.jpg,480,270,person,58,40,250,379
01755.jpg,480,270,person,111,58,471,533
01545.jpg,480,270,person,104,39,432,336
01755.jpg,480,270,person,49,32,207,306
01795.jpg,480,270,person,93,29,384,242
01790.jpg,480,270,person,102,41,425,360
01710.jpg,480,270,person,56,70,252,682
01575.jpg,480,270,person,90,45,379,409
01725.jpg,480,270,person,37,77,182,768
01705.jpg,480,270,person,61,69,273,669
01760.jpg,480,270,person,59,45,255,432
01560.jpg,480,270,person,60,49,262,471
01540.jpg,480,270,person,52,50,228,492
01590.jpg,480,270,person,51,46,222,448
01595.jpg,480,270,person,66,47,285,449
01655.jpg,480,270,person,66,47,285,449
01585.jpg,480,270,person,104,52,441,476
01595.jpg,480,270,person,104,53,439,479
01650.jpg,480,270,person,111,35,458,296
01690.jpg,480,270,person,59,45,256,432
01575.jpg,480,270,person,60,49,261,471
01555.jpg,480,270,person,88,27,362,225
01715.jpg,480,270,person,74,41,314,381
01805.jpg,480,270,person,52,50,227,485
01795.jpg,480,270,person,75,42,318,394
01645.jpg,480,270,person,78,43,331,394
01590.jpg,480,270,person,84,45,354,412
01615.jpg,480,270,person,51,46,222,445
01750.jpg,480,270,person,-14,95,3,979
01635.jpg,480,270,person,101,52,427,471
01715.jpg,480,270,person,108,39,450,337
01770.jpg,480,270,person,97,43,407,386
01730.jpg,480,270,person,40,87,196,871
01640.jpg,480,270,person,109,55,462,496
01745.jpg,480,270,person,60,49,259,476
01630.jpg,480,270,person,84,44,356,407
01690.jpg,480,270,person,47,51,210,500
01670.jpg,480,270,person,47,51,210,500
01740.jpg,480,270,person,59,49,258,472
01565.jpg,480,270,person,60,49,261,471
01545.jpg,480,270,person,89,28,367,233
01725.jpg,480,270,person,48,83,228,818
01600.jpg,480,270,person,66,47,285,449
01765.jpg,480,270,person,110,45,462,396
01770.jpg,480,270,person,57,40,243,381
01635.jpg,480,270,person,106,56,450,514
01560.jpg,480,270,person,87,26,358,221
01655.jpg,480,270,person,94,54,401,500
01760.jpg,480,270,person,97,34,400,291
01545.jpg,480,270,person,105,37,436,321
01590.jpg,480,270,person,89,26,366,211
01800.jpg,480,270,person,70,41,297,381
01665.jpg,480,270,person,79,29,329,253
01610.jpg,480,270,person,91,28,377,230
01760.jpg,480,270,person,107,57,456,524
01540.jpg,480,270,person,93,31,386,261
01755.jpg,480,270,person,112,41,467,356
01660.jpg,480,270,person,81,29,336,250
01595.jpg,480,270,person,79,43,335,392
01725.jpg,480,270,person,89,32,370,281
01765.jpg,480,270,person,72,43,305,403
01785.jpg,480,270,person,56,28,237,259
01755.jpg,480,270,person,74,32,309,290
01735.jpg,480,270,person,57,40,243,381
01750.jpg,480,270,person,94,31,387,268
01635.jpg,480,270,person,111,55,468,497
01635.jpg,480,270,person,66,47,285,449
01535.jpg,480,270,person,59,45,255,433
01800.jpg,480,270,person,92,41,385,369
01770.jpg,480,270,person,90,29,370,241
01650.jpg,480,270,person,97,54,411,494
01760.jpg,480,270,person,51,46,223,445
01765.jpg,480,270,person,57,40,243,381
01635.jpg,480,270,person,89,25,364,208
01670.jpg,480,270,person,66,47,285,449
01735.jpg,480,270,person,98,34,408,293
01660.jpg,480,270,person,83,42,351,389
01605.jpg,480,270,person,60,49,261,471
01705.jpg,480,270,person,62,31,262,285
01685.jpg,480,270,person,57,40,244,382
01560.jpg,480,270,person,111,35,460,297
01565.jpg,480,270,person,78,25,321,208
01730.jpg,480,270,person,67,47,286,449
01805.jpg,480,270,person,60,49,261,474
01710.jpg,480,270,person,66,47,285,449
01570.jpg,480,270,person,81,25,334,205
01585.jpg,480,270,person,79,43,335,392
01620.jpg,480,270,person,112,54,472,486
01550.jpg,480,270,person,79,43,335,392
01640.jpg,480,270,person,78,43,331,394
01590.jpg,480,270,person,66,47,285,449
01555.jpg,480,270,person,76,25,314,214
01555.jpg,480,270,person,53,49,231,479
01615.jpg,480,270,person,60,49,261,471
01630.jpg,480,270,person,102,51,432,466
01745.jpg,480,270,person,108,47,453,419
01760.jpg,480,270,person,110,46,461,412
01660.jpg,480,270,person,66,47,285,449
01715.jpg,480,270,person,57,40,244,382
01580.jpg,480,270,person,51,46,222,448
01670.jpg,480,270,person,81,42,341,382
01780.jpg,480,270,person,66,47,286,448
01630.jpg,480,270,person,111,35,458,296
01615.jpg,480,270,person,104,53,441,481
01800.jpg,480,270,person,57,40,245,382
01785.jpg,480,270,person,59,45,255,432
01570.jpg,480,270,person,-6,49,4,511
01655.jpg,480,270,person,50,51,219,495
01675.jpg,480,270,person,105,67,453,623
01585.jpg,480,270,person,95,31,393,258
01555.jpg,480,270,person,17,35,87,355
01765.jpg,480,270,person,60,50,262,481
01555.jpg,480,270,person,51,46,222,448
01765.jpg,480,270,person,108,45,454,404
01650.jpg,480,270,person,108,59,461,546
01700.jpg,480,270,person,77,41,324,375
01735.jpg,480,270,person,85,33,354,287
01715.jpg,480,270,person,111,48,468,430
01575.jpg,480,270,person,51,46,222,448
01800.jpg,480,270,person,91,30,375,254
01735.jpg,480,270,person,108,47,453,419
01630.jpg,480,270,person,84,25,347,207
01775.jpg,480,270,person,57,40,243,381
01760.jpg,480,270,person,102,37,423,325
01730.jpg,480,270,person,59,45,256,432
01570.jpg,480,270,person,86,26,354,213
01620.jpg,480,270,person,60,49,261,471
01625.jpg,480,270,person,82,44,349,408
01725.jpg,480,270,person,103,36,427,312
01730.jpg,480,270,person,114,41,473,357
01685.jpg,480,270,person,80,62,346,595
01535.jpg,480,270,person,58,40,249,379
01600.jpg,480,270,person,81,44,341,411
01745.jpg,480,270,person,102,37,424,319
01785.jpg,480,270,person,102,41,426,365
01725.jpg,480,270,person,51,50,223,489
01635.jpg,480,270,person,111,35,458,296
01675.jpg,480,270,person,47,51,210,500
01640.jpg,480,270,person,89,28,366,239
01695.jpg,480,270,person,51,46,222,445
01730.jpg,480,270,person,73,42,312,390
01665.jpg,480,270,person,109,64,468,596
01705.jpg,480,270,person,73,83,329,807
01790.jpg,480,270,person,27,37,124,373
01540.jpg,480,270,person,103,40,428,347
01700.jpg,480,270,person,66,47,285,449
01795.jpg,480,270,person,112,54,472,488
01615.jpg,480,270,person,111,35,458,296
01550.jpg,480,270,person,52,49,228,476
01705.jpg,480,270,person,74,73,330,701
