filename,width,height,class,xmin,ymin,xmax,ymax
01900.jpg,480,270,person,36,33,160,326
01985.jpg,480,270,person,89,28,367,236
01820.jpg,480,270,person,5,43,46,448
01930.jpg,480,270,person,99,40,415,355
01935.jpg,480,270,person,52,102,250,1010
01970.jpg,480,270,person,52,50,228,482
01990.jpg,480,270,person,70,41,299,385
01925.jpg,480,270,person,40,33,173,324
01990.jpg,480,270,person,75,42,319,394
01870.jpg,480,270,person,81,55,349,519
01820.jpg,480,270,person,103,40,430,354
01950.jpg,480,270,person,70,128,338,1251
01995.jpg,480,270,person,60,49,260,474
01950.jpg,480,270,person,25,36,119,365
01825.jpg,480,270,person,81,35,337,312
01870.jpg,480,270,person,98,38,407,335
01950.jpg,480,270,person,69,36,290,337
01985.jpg,480,270,person,87,28,358,238
01905.jpg,480,270,person,90,72,395,684
01900.jpg,480,270,person,92,37,385,330
01835.jpg,480,270,person,51,46,223,446
01815.jpg,480,270,person,103,40,430,354
01970.jpg,480,270,person,89,30,369,253
01850.jpg,480,270,person,90,38,378,339
01970.jpg,480,270,person,92,30,379,253
01935.jpg,480,270,person,34,35,150,342
01840.jpg,480,270,person,96,38,402,338
01885.jpg,480,270,person,60,45,257,430
01870.jpg,480,270,person,57,40,245,384
01845.jpg,480,270,person,83,49,352,460
01950.jpg,480,270,person,92,37,383,328
01895.jpg,480,270,person,91,82,405,781
01950.jpg,480,270,person,105,38,438,327
01885.jpg,480,270,person,72,54,310,516
01960.jpg,480,270,person,97,38,404,333
01995.jpg,480,270,person,14,40,79,408
01980.jpg,480,270,person,93,37,386,330
01880.jpg,480,270,person,70,41,298,384
01820.jpg,480,270,person,87,27,357,225
01965.jpg,480,270,person,71,41,300,385
01885.jpg,480,270,person,51,50,222,486
01905.jpg,480,270,person,52,49,228,482
01890.jpg,480,270,person,93,37,387,329
01905.jpg,480,270,person,92,37,385,331
01950.jpg,480,270,person,99,40,415,357
01955.jpg,480,270,person,67,48,289,451
01975.jpg,480,270,person,79,56,341,534
01935.jpg,480,270,person,50,53,223,521
01890.jpg,480,270,person,51,46,221,447
01980.jpg,480,270,person,97,38,405,335
01850.jpg,480,270,person,11,41,68,420
01995.jpg,480,270,person,101,32,417,265
01820.jpg,480,270,person,105,53,446,482
01950.jpg,480,270,person,108,60,459,548
01985.jpg,480,270,person,51,46,223,447
01985.jpg,480,270,person,91,38,379,340
01825.jpg,480,270,person,52,50,227,487
01940.jpg,480,270,person,113,41,469,351
01950.jpg,480,270,person,110,40,456,343
01995.jpg,480,270,person,92,37,384,331
01945.jpg,480,270,person,36,116,192,1153
01955.jpg,480,270,person,73,38,308,355
01825.jpg,480,270,person,97,38,404,338
01920.jpg,480,270,person,105,38,438,327
01955.jpg,480,270,person,51,46,224,445
01990.jpg,480,270,person,48,32,207,308
01970.jpg,480,270,person,70,41,299,385
01835.jpg,480,270,person,52,92,246,908
01845.jpg,480,270,person,74,57,321,546
01890.jpg,480,270,person,70,41,297,386
01955.jpg,480,270,person,108,37,446,315
01980.jpg,480,270,person,97,33,402,282
01925.jpg,480,270,person,90,56,386,519
