filename,width,height,class,xmin,ymin,xmax,ymax
0,1920,1080,person,69,147,152,378
0,1920,1080,person,1060,109,1097,239
0,1920,1080,person,504,129,557,315
0,1920,1080,person,1434,768,1822,1831
0,1920,1080,person,1473,139,1524,300
0,1920,1080,person,1214,124,1258,273
0,1920,1080,person,1038,295,1159,715
0,1920,1080,person,1383,131,1430,284
5,1920,1080,person,1066,169,1130,395
5,1920,1080,person,442,134,500,330
5,1920,1080,person,1394,123,1437,261
5,1920,1080,person,934,135,981,312
5,1920,1080,person,1258,122,1301,265
5,1920,1080,person,1453,136,1503,294
5,1920,1080,person,748,118,787,276
5,1920,1080,person,-1,-1,-1,-1
5,1920,1080,person,1296,139,1347,306
5,1920,1080,person,1516,146,1571,317
10,1920,1080,person,504,129,557,315
10,1920,1080,person,-1,-1,-1,-1
10,1920,1080,person,1037,106,1072,233
10,1920,1080,person,1556,139,1607,297
15,1920,1080,person,1553,139,1605,297
15,1920,1080,person,1760,170,1828,368
15,1920,1080,person,-1,-1,-1,-1
15,1920,1080,person,1675,147,1731,313
20,1920,1080,person,1790,167,1858,360
20,1920,1080,person,938,107,973,240
20,1920,1080,person,1612,145,1666,310
20,1920,1080,person,949,104,983,232
20,1920,1080,person,1651,142,1704,301
20,1920,1080,person,1718,167,1786,363
20,1920,1080,person,444,134,502,329
20,1920,1080,person,1353,125,1397,268
20,1920,1080,person,1420,126,1465,269
25,1920,1080,person,801,192,872,465
25,1920,1080,person,950,104,984,232
25,1920,1080,person,52,348,248,884
25,1920,1080,person,-88,452,181,1143
25,1920,1080,person,1777,174,1849,378
25,1920,1080,person,89,381,299,965
30,1920,1080,person,1626,157,1688,342
30,1920,1080,person,1676,145,1730,307
30,1920,1080,person,1427,123,1470,261
30,1920,1080,person,964,376,1120,920
30,1920,1080,person,1553,139,1605,297
30,1920,1080,person,-1,-1,-1,-1
30,1920,1080,person,733,201,807,491
30,1920,1080,person,-138,459,141,1162
30,1920,1080,person,751,118,790,275
30,1920,1080,person,935,107,970,240
30,1920,1080,person,-1,-1,-1,-1
35,1920,1080,person,-1,-1,-1,-1
35,1920,1080,person,1640,151,1698,325
35,1920,1080,person,1628,135,1677,284
35,1920,1080,person,535,203,619,502
35,1920,1080,person,693,412,856,1019
35,1920,1080,person,-1,-1,-1,-1
35,1920,1080,person,365,998,817,2383
35,1920,1080,person,1591,143,1645,305
35,1920,1080,person,1678,145,1733,307
40,1920,1080,person,791,662,1065,1611
40,1920,1080,person,100,994,604,2381
40,1920,1080,person,1475,117,1515,242
40,1920,1080,person,1551,150,1608,324
40,1920,1080,person,1589,143,1642,305
40,1920,1080,person,-1,-1,-1,-1
40,1920,1080,person,914,137,963,319
40,1920,1080,person,942,134,989,309
40,1920,1080,person,509,129,562,315
45,1920,1080,person,912,137,960,318
45,1920,1080,person,1466,115,1505,237
45,1920,1080,person,1630,135,1680,284
45,1920,1080,person,1398,128,1443,274
45,1920,1080,person,1551,139,1603,297
45,1920,1080,person,1379,132,1427,287
45,1920,1080,person,1133,104,1167,224
50,1920,1080,person,805,130,849,304
50,1920,1080,person,1542,143,1596,309
50,1920,1080,person,260,238,379,603
50,1920,1080,person,1446,112,1483,232
50,1920,1080,person,1387,115,1426,241
50,1920,1080,person,1532,139,1584,298
55,1920,1080,person,1316,124,1360,269
55,1920,1080,person,1556,143,1610,308
55,1920,1080,person,1656,144,1710,306
55,1920,1080,person,1822,175,1894,380
55,1920,1080,person,-1,-1,-1,-1
55,1920,1080,person,1436,141,1488,308
60,1920,1080,person,-137,273,34,706
60,1920,1080,person,-1,-1,-1,-1
60,1920,1080,person,923,138,972,321
60,1920,1080,person,1443,116,1482,243
60,1920,1080,person,-1,-1,-1,-1
65,1920,1080,person,1289,107,1324,224
65,1920,1080,person,1634,141,1687,300
65,1920,1080,person,-1,-1,-1,-1
65,1920,1080,person,1489,141,1541,304
65,1920,1080,person,1291,120,1333,259
65,1920,1080,person,1656,158,1718,342
70,1920,1080,person,-1,-1,-1,-1
70,1920,1080,person,-1,-1,-1,-1
70,1920,1080,person,1464,137,1515,295
70,1920,1080,person,939,134,986,309
70,1920,1080,person,-1,-1,-1,-1
70,1920,1080,person,1384,109,1420,226
75,1920,1080,person,-1,-1,-1,-1
75,1920,1080,person,850,315,974,773
75,1920,1080,person,491,138,549,339
75,1920,1080,person,-1,-1,-1,-1
75,1920,1080,person,1423,111,1460,230
75,1920,1080,person,1441,135,1491,291
80,1920,1080,person,1254,122,1296,265
80,1920,1080,person,-1,-1,-1,-1
80,1920,1080,person,668,336,800,832
80,1920,1080,person,1383,107,1419,222
80,1920,1080,person,-1,-1,-1,-1
80,1920,1080,person,1413,131,1460,281
85,1920,1080,person,1657,145,1711,308
85,1920,1080,person,1392,127,1437,273
85,1920,1080,person,1636,142,1689,300
85,1920,1080,person,1256,111,1294,237
90,1920,1080,person,-1,-1,-1,-1
90,1920,1080,person,1731,142,1785,297
90,1920,1080,person,-1,-1,-1,-1
90,1920,1080,person,1378,107,1413,222
90,1920,1080,person,-1,-1,-1,-1
90,1920,1080,person,1766,178,1840,389
95,1920,1080,person,1657,145,1712,307
95,1920,1080,person,1417,110,1454,227
95,1920,1080,person,1388,122,1431,260
95,1920,1080,person,1254,115,1293,248
95,1920,1080,person,1478,115,1517,237
95,1920,1080,person,1262,107,1298,227
100,1920,1080,person,-1,-1,-1,-1
100,1920,1080,person,1601,162,1665,355
100,1920,1080,person,1391,120,1432,255
100,1920,1080,person,919,137,967,319
105,1920,1080,person,-1,-1,-1,-1
105,1920,1080,person,960,135,1008,311
105,1920,1080,person,-1,-1,-1,-1
105,1920,1080,person,1757,140,1809,291
105,1920,1080,person,1216,110,1252,235
105,1920,1080,person,1396,118,1437,250
110,1920,1080,person,1650,141,1703,299
110,1920,1080,person,1424,109,1460,225
110,1920,1080,person,1543,140,1595,301
110,1920,1080,person,1510,126,1554,265
110,1920,1080,person,1488,150,1545,328
110,1920,1080,person,-1,-1,-1,-1
115,1920,1080,person,1128,106,1163,229
115,1920,1080,person,920,138,968,320
115,1920,1080,person,960,135,1008,311
120,1920,1080,person,1415,107,1450,219
120,1920,1080,person,1389,112,1427,233
120,1920,1080,person,1399,139,1450,303
120,1920,1080,person,-1,-1,-1,-1
120,1920,1080,person,1636,142,1689,301
120,1920,1080,person,1648,141,1701,298
125,1920,1080,person,1464,129,1511,275
125,1920,1080,person,1269,99,1300,206
125,1920,1080,person,1767,139,1818,287
125,1920,1080,person,1654,141,1707,297
125,1920,1080,person,1118,102,1151,220
130,1920,1080,person,1245,98,1276,203
130,1920,1080,person,950,133,997,308
130,1920,1080,person,1377,108,1413,224
135,1920,1080,person,1446,137,1496,295
135,1920,1080,person,-1,-1,-1,-1
135,1920,1080,person,1154,100,1186,212
135,1920,1080,person,-1,-1,-1,-1
135,1920,1080,person,1753,138,1804,287
140,1920,1080,person,1455,128,1501,273
140,1920,1080,person,1269,126,1313,274
145,1920,1080,person,861,128,905,297
145,1920,1080,person,1370,129,1416,279
145,1920,1080,person,1769,170,1838,368
145,1920,1080,person,1673,166,1739,361
150,1920,1080,person,-1,-1,-1,-1
150,1920,1080,person,1326,124,1369,266
155,1920,1080,person,1773,141,1826,293
160,1920,1080,person,1580,136,1630,289
160,1920,1080,person,1449,126,1494,267
160,1920,1080,person,1619,153,1679,331
165,1920,1080,person,1591,148,1648,318
170,1920,1080,person,1747,136,1797,282
170,1920,1080,person,825,129,870,301
170,1920,1080,person,1389,136,1439,295
170,1920,1080,person,1558,144,1612,309
175,1920,1080,person,-1,-1,-1,-1
175,1920,1080,person,1747,136,1797,282
175,1920,1080,person,1771,141,1824,292
175,1920,1080,person,1663,160,1726,347
175,1920,1080,person,1557,132,1605,280
175,1920,1080,person,1563,128,1609,268
180,1920,1080,person,1175,102,1208,216
180,1920,1080,person,1497,136,1547,293
180,1920,1080,person,1795,180,1870,392
185,1920,1080,person,741,123,783,290
185,1920,1080,person,1488,125,1533,264
185,1920,1080,person,1382,117,1422,248
185,1920,1080,person,-1,-1,-1,-1
185,1920,1080,person,1584,152,1643,330
185,1920,1080,person,1771,141,1824,292
185,1920,1080,person,1741,180,1815,394
190,1920,1080,person,1546,148,1602,319
190,1920,1080,person,1475,121,1517,253
190,1920,1080,person,1157,102,1190,216
195,1920,1080,person,699,121,740,285
195,1920,1080,person,1385,128,1431,276
195,1920,1080,person,1699,173,1769,379
195,1920,1080,person,1456,119,1497,249
195,1920,1080,person,1521,144,1575,312
195,1920,1080,person,1351,114,1389,240
195,1920,1080,person,1141,100,1174,212
200,1920,1080,person,-1,-1,-1,-1
200,1920,1080,person,1479,117,1519,242
200,1920,1080,person,1772,138,1823,286
205,1920,1080,person,1189,110,1226,237
205,1920,1080,person,1639,259,1756,600
205,1920,1080,person,1465,137,1515,296
205,1920,1080,person,1554,158,1615,345
210,1920,1080,person,1391,114,1430,238
210,1920,1080,person,1446,113,1484,234
215,1920,1080,person,1488,145,1542,314
215,1920,1080,person,1444,112,1482,230
215,1920,1080,person,1165,105,1200,226
215,1920,1080,person,1371,111,1408,233
220,1920,1080,person,1319,115,1358,244
225,1920,1080,person,1258,239,1358,564
225,1920,1080,person,1788,139,1839,288
230,1920,1080,person,1251,109,1288,232
230,1920,1080,person,1263,122,1306,264
235,1920,1080,person,1282,101,1314,210
235,1920,1080,person,1395,383,1572,919
235,1920,1080,person,1280,109,1316,231
235,1920,1080,person,1312,103,1346,213
235,1920,1080,person,1424,132,1472,284
240,1920,1080,person,1770,169,1838,366
240,1920,1080,person,1718,154,1777,328
240,1920,1080,person,1309,102,1342,211
245,1920,1080,person,1183,115,1222,252
245,1920,1080,person,-1,-1,-1,-1
245,1920,1080,person,1385,126,1430,269
245,1920,1080,person,1409,109,1445,225
250,1920,1080,person,-1,-1,-1,-1
250,1920,1080,person,1612,142,1665,301
250,1920,1080,person,957,456,1149,1114
250,1920,1080,person,1685,142,1738,299
255,1920,1080,person,1312,121,1354,260
255,1920,1080,person,1813,189,1893,414
255,1920,1080,person,1785,139,1837,288
255,1920,1080,person,1639,155,1699,335
260,1920,1080,person,1746,144,1800,302
260,1920,1080,person,658,192,730,470
260,1920,1080,person,1134,110,1171,240
265,1920,1080,person,1289,116,1328,249
265,1920,1080,person,1661,177,1734,390
265,1920,1080,person,1785,139,1837,288
265,1920,1080,person,-1,-1,-1,-1
265,1920,1080,person,1546,129,1592,271
270,1920,1080,person,1749,139,1801,289
270,1920,1080,person,1601,173,1670,382
270,1920,1080,person,1552,142,1605,306
270,1920,1080,person,1170,107,1206,230
270,1920,1080,person,1767,143,1821,299
275,1920,1080,person,1438,138,1488,298
275,1920,1080,person,1791,198,1876,439
275,1920,1080,person,468,176,545,438
275,1920,1080,person,1241,112,1279,239
